Learner_ID,Learner_Segment,Current_Plan,Current_Fee,Completion_Rate,Weekly_Hours,Last_Login_Days,Renewed_Last_Cycle,Recommended_Action,Recommended_Discount_Pct,Reason
L01408,College Student,Basic,299,0.5,7.2,29,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01409,College Student,Basic,299,0.5,6.4,8,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01410,Career Switcher,Premium,1499,1,8,12,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01411,College Student,Basic,299,0.4,5.7,20,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (40.0% completion, 5.7 hrs/week) - no action needed yet"
L01412,College Student,Premium,1499,0.5,6.5,0,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01413,Working Professional,Standard,599,0.67,5.6,13,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.6 hrs/week) - no action needed yet"
L01414,Casual Learner,Standard,599,0.3,3.7,48,N,Renewal Reminder,0,No login in 48 days
L01415,Certification Seeker,Standard,599,0.77,5.5,4,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01416,Power Learner,Basic,299,1,10.9,0,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L01417,Casual Learner,Basic,299,0,1.5,34,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01418,College Student,Standard,599,0.4,2.6,11,Y,Do Not Extend Discount Next Cycle,0,Received 25% discount but only 40.0% completion - discount not driving engagement
L01419,College Student,Basic,299,0.77,5,14,Y,Recommend Premium (Power Usage),15,Completed 10 courses - power usage on a non-Premium plan
L01420,College Student,Premium,1499,1,8.9,19,Y,Student Discount (15%),15,College Student with strong 100.0% completion - budget-sensitive segment
L01421,Casual Learner,Basic,299,0.14,1.4,73,N,High Churn Risk - Win-Back Offer,20,Inactive for 73 days and did not renew last cycle
L01422,College Student,Standard,599,0.73,5.6,24,N,Recommend Premium (Power Usage),10,Completed 11 courses - power usage on a non-Premium plan
L01423,College Student,Pro,999,0.5,5.6,39,N,Verify Extended Student Eligibility,0,Age 18 on Pro - confirm still eligible for extended student pricing
L01424,Working Professional,Pro,999,1,7,9,Y,Recommend Premium,0,Working Professional averaging 7 hrs/week with 100.0% completion
L01425,Working Professional,Premium,1499,0.77,4.5,8,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01426,College Student,Standard,599,0.5,7.4,39,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01427,Certification Seeker,Standard,599,0.89,5.9,16,Y,Recommend Pro (Certification Value),0,Certification Seeker with 89.0% completion - values credentialing
L01428,Working Professional,Standard,599,1,6.1,3,Y,Recommend Premium,0,Working Professional averaging 6.1 hrs/week with 100.0% completion
L01429,Casual Learner,Standard,599,0.33,3,59,N,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L01430,Casual Learner,Basic,299,0.12,1.2,45,Y,Onboarding Nudge - No Discount,0,"New learner (1 month(s)) with only 1 logins/month - needs onboarding, not a discount"
L01431,College Student,Pro,999,0.62,7.7,6,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01432,Casual Learner,Standard,599,0.4,2.9,26,N,Do Not Extend Discount Next Cycle,0,Received 23% discount but only 40.0% completion - discount not driving engagement
L01433,Certification Seeker,Premium,1499,1,4.1,5,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L01434,College Student,Standard,599,0.56,2.8,6,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01435,College Student,Standard,599,1,5.7,21,Y,Student Discount (15%),15,College Student with strong 100.0% completion - budget-sensitive segment
L01436,Working Professional,Pro,999,0.55,9.2,1,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01437,College Student,Premium,1499,0.62,4.7,24,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (62.0% completion, 4.7 hrs/week) - no action needed yet"
L01438,Working Professional,Basic,299,0.8,8.1,18,Y,Recommend Premium (Power Usage),10,Completed 12 courses - power usage on a non-Premium plan
L01439,Casual Learner,Standard,599,0.17,0.8,21,Y,Do Not Extend Discount Next Cycle,0,Received 29% discount but only 17.0% completion - discount not driving engagement
L01440,College Student,Standard,599,0,5.8,32,N,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L01441,College Student,Basic,299,0.5,4.6,24,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 4.6 hrs/week) - no action needed yet"
L01442,Casual Learner,Basic,299,0,0.8,61,N,CS Outreach Before Upsell,20,High support ticket volume (4) needs resolution first
L01443,Casual Learner,Standard,599,0.25,1.6,90,N,High Churn Risk - Win-Back Offer,20,Inactive for 90 days and did not renew last cycle
L01444,College Student,Standard,599,0.5,3.6,36,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 3.6 hrs/week) - no action needed yet"
L01445,Casual Learner,Standard,599,0.36,1,75,N,CS Outreach Before Upsell,20,High support ticket volume (4) needs resolution first
L01446,Working Professional,Standard,599,0.67,6.8,16,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01447,Career Switcher,Standard,599,0.73,7.2,0,Y,Recommend Premium (Power Usage),0,Completed 11 courses - power usage on a non-Premium plan
L01448,Working Professional,Basic,299,0.71,5,12,Y,Recommend Upgrade to Standard,10,On Basic but logging in 12x/month with 71.0% completion
L01449,Certification Seeker,Standard,599,0.62,3.1,21,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (62.0% completion, 3.1 hrs/week) - no action needed yet"
L01450,Career Switcher,Pro,999,0.71,9.2,13,N,Recommend Premium (Power Usage),10,Completed 10 courses - power usage on a non-Premium plan
L01451,Casual Learner,Basic,299,0.38,1.1,62,N,CS Outreach Before Upsell,20,High support ticket volume (5) needs resolution first
L01452,Career Switcher,Pro,999,0.6,5.6,14,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (60.0% completion, 5.6 hrs/week) - no action needed yet"
L01453,Casual Learner,Standard,599,0.33,2.6,83,N,CS Outreach Before Upsell,20,High support ticket volume (5) needs resolution first
L01454,College Student,Standard,599,0.5,3.5,8,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 3.5 hrs/week) - no action needed yet"
L01455,College Student,Standard,599,0.33,5,31,Y,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 33.0% completion - signals low intent, not price sensitivity"
L01456,Certification Seeker,Standard,599,0.77,7.2,6,N,Recommend Premium (Power Usage),10,Completed 10 courses - power usage on a non-Premium plan
L01457,Power Learner,Premium,1499,1,11.8,2,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L01458,Certification Seeker,Standard,599,1,5.2,10,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L01459,Certification Seeker,Standard,599,0.77,7.3,5,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01460,Power Learner,Pro,999,0.8,18.8,2,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01461,College Student,Basic,299,0,2.8,14,Y,Do Not Extend Discount Next Cycle,0,Received 25% discount but only 0.0% completion - discount not driving engagement
L01462,Working Professional,Pro,999,0.67,6.7,17,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01463,Career Switcher,Pro,999,0.71,11,9,N,Recommend Pro,10,Career Switcher investing 11 hrs/week - high intent to reskill
L01464,College Student,Standard,599,0.67,6.2,11,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01465,College Student,Basic,299,0,4.4,15,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01466,College Student,Pro,999,0.46,2.8,21,N,Verify Extended Student Eligibility,0,Age 20 on Pro - confirm still eligible for extended student pricing
L01467,Career Switcher,Pro,999,0.71,6.3,9,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01468,Career Switcher,Standard,599,1,10.3,5,Y,Recommend Pro,0,Career Switcher investing 10.3 hrs/week - high intent to reskill
L01469,Certification Seeker,Standard,599,0.7,5,15,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 5 hrs/week) - no action needed yet"
L01470,Working Professional,Pro,999,0.57,6.1,18,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01471,College Student,Pro,999,0.57,5.3,32,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (57.0% completion, 5.3 hrs/week) - no action needed yet"
L01472,Working Professional,Basic,299,0.67,5,8,Y,Recommend Upgrade to Standard,10,On Basic but logging in 16x/month with 67.0% completion
L01473,College Student,Basic,299,0.36,2.7,8,N,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L01474,Working Professional,Standard,599,0.67,9.8,8,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 10 months with consistent renewals
L01475,Career Switcher,Pro,999,0.71,7.1,15,N,Offer Loyalty Discount (10%),10,"Engaged (71.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01476,Certification Seeker,Basic,299,0.78,7.7,10,Y,Recommend Upgrade to Pro,0,On Basic but completing 78.0% at 7.7 hrs/week - outgrowing current plan
L01477,Working Professional,Pro,999,0.83,5.2,5,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 9 months with consistent renewals
L01478,College Student,Standard,599,0.5,6.1,23,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01479,Career Switcher,Standard,599,0.62,5.1,5,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (62.0% completion, 5.1 hrs/week) - no action needed yet"
L01480,Power Learner,Pro,999,0.67,18.8,0,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01481,Career Switcher,Pro,999,0.58,9.9,12,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01482,College Student,Basic,299,0.25,2.5,2,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01483,College Student,Basic,299,1,2.7,14,N,Offer Loyalty Discount (10%),10,"Engaged (100.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01484,College Student,Basic,299,1,2.8,26,Y,Recommend Upgrade to Standard,15,On Basic but logging in 14x/month with 100.0% completion
L01485,Casual Learner,Basic,299,0,1.3,45,N,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 0.0% completion - signals low intent, not price sensitivity"
L01486,College Student,Basic,299,0.5,3.8,27,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 3.8 hrs/week) - no action needed yet"
L01487,Casual Learner,Basic,299,0.29,2.8,86,N,CS Outreach Before Upsell,20,High support ticket volume (4) needs resolution first
L01488,College Student,Standard,599,0.57,7.7,4,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01489,Certification Seeker,Standard,599,0.75,3.2,9,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01490,College Student,Standard,599,0.5,5.5,36,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5.5 hrs/week) - no action needed yet"
L01491,Working Professional,Standard,599,0.67,6.5,8,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01492,Power Learner,Premium,1499,1,16.3,3,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L01493,Career Switcher,Pro,999,0.57,6.8,1,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01494,Working Professional,Standard,599,0.75,6.4,2,Y,Recommend Premium,0,Working Professional averaging 6.4 hrs/week with 75.0% completion
L01495,Working Professional,Pro,999,0.73,7.3,11,N,Recommend Premium (Power Usage),10,Completed 11 courses - power usage on a non-Premium plan
L01496,College Student,Basic,299,0.64,4.2,29,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (64.0% completion, 4.2 hrs/week) - no action needed yet"
L01497,Working Professional,Premium,1499,0.8,8.2,8,Y,Recommend Premium,0,Working Professional averaging 8.2 hrs/week with 80.0% completion
L01498,Career Switcher,Pro,999,0.71,8.8,5,N,Recommend Pro,10,Career Switcher investing 8.8 hrs/week - high intent to reskill
L01499,Career Switcher,Standard,599,0.62,10.3,1,Y,Recommend Pro,0,Career Switcher investing 10.3 hrs/week - high intent to reskill
L01500,Casual Learner,Premium,1499,0.43,3.1,61,N,High Churn Risk - Win-Back Offer,20,Inactive for 61 days and did not renew last cycle
L01501,College Student,Standard,599,0.73,5,34,Y,Student Discount (15%),15,College Student with strong 73.0% completion - budget-sensitive segment
L01502,College Student,Standard,599,0.54,8.5,0,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01503,Career Switcher,Pro,999,0.62,9.9,7,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01504,Working Professional,Pro,999,1,4.2,7,Y,Referral Program Candidate,0,Highly active (logged in 7 day(s) ago) with 100.0% completion - strong advocate potential
L01505,Power Learner,Pro,999,0.71,16.1,3,Y,Recommend Annual Plan,0,Power Learner active for 10 months - strong annual-plan candidate
L01506,Working Professional,Premium,1499,0.67,5,7,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5 hrs/week) - no action needed yet"
L01507,Casual Learner,Standard,599,0.29,1.9,20,N,Engagement Nudge - Stay on Basic,0,Casual Learner with low 29.0% completion - keep expectations low-commitment
L01508,Working Professional,Standard,599,0.67,9.1,20,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 11 months with consistent renewals
