Learner_ID,Age,Profession,Region,Learner_Segment,Subscription_Plan,Monthly_Fee,Months_Active,Courses_Enrolled,Courses_Completed,Completion_Rate,Weekly_Hours,Login_Frequency,Last_Login_Days,Coupon_Used,Discount_Availed,Payment_Mode,Support_Tickets,Renewed_Last_Cycle
L01564,30,Student,Hyderabad,Casual Learner,Basic,299,3,8,3,0.38,1.1,4,39,Y,19,Card,1,Y
L01565,40,Homemaker,Ahmedabad,Casual Learner,Basic,299,5,9,1,0.11,3.1,1,76,Y,15,UPI,3,N
L01566,22,Student,Delhi NCR,College Student,Standard,599,2,12,6,0.5,7.1,4,40,Y,11,Wallet,2,Y
L01567,38,Ex-Operations,Chennai,Career Switcher,Pro,999,7,1,1,1.0,8.2,10,11,N,0,Wallet,0,Y
L01568,23,Student,Hyderabad,College Student,Standard,599,11,13,9,0.69,8.9,14,25,Y,18,UPI,2,Y
L01569,22,Student,Hyderabad,College Student,Basic,299,4,14,9,0.64,8.9,13,31,Y,16,UPI,2,N
L01570,31,Homemaker,Chennai,Casual Learner,Standard,599,1,7,1,0.14,3.5,5,46,N,0,Wallet,3,N
L01571,19,Student,Ahmedabad,College Student,Basic,299,2,15,9,0.6,3.1,12,37,Y,23,UPI,2,N
L01572,35,Ex-Banker,Pune,Career Switcher,Basic,299,12,12,8,0.67,5.5,18,14,N,0,Card,1,N
L01573,34,Student,Jaipur,Casual Learner,Basic,299,11,12,4,0.33,1.1,4,79,Y,27,Card,2,N
L01574,40,Ex-Teacher,Chennai,Career Switcher,Pro,999,5,2,1,0.5,5.5,16,1,N,0,Card,2,Y
L01575,28,Sales Executive,Pune,Working Professional,Standard,599,11,10,7,0.7,5.9,14,14,N,0,Wallet,0,N
L01576,25,Unemployed (Upskilling),Jaipur,Career Switcher,Standard,599,7,3,2,0.67,10.6,8,1,N,0,Wallet,3,Y
L01577,20,Student,Chennai,College Student,Standard,599,11,15,8,0.53,5.5,8,21,Y,18,Netbanking,2,N
L01578,26,Data Analyst,Jaipur,Working Professional,Standard,599,1,9,6,0.67,4.0,14,16,N,0,Wallet,1,Y
L01579,18,Student,Ahmedabad,College Student,Basic,299,6,5,3,0.6,2.7,6,16,Y,20,Wallet,2,Y
L01580,44,Freelancer,Hyderabad,Casual Learner,Basic,299,9,14,5,0.36,4.0,1,85,Y,19,UPI,1,N
L01581,33,Data Scientist,Mumbai,Power Learner,Premium,1499,5,9,9,1.0,18.1,24,1,N,0,UPI,0,Y
L01582,41,Homemaker,Hyderabad,Casual Learner,Basic,299,10,11,2,0.18,3.2,3,28,N,0,Wallet,1,N
L01583,31,HR Executive,Jaipur,Working Professional,Standard,599,5,4,3,0.75,6.0,10,17,N,0,Netbanking,0,Y
L01584,36,Consultant,Chennai,Certification Seeker,Pro,999,7,1,1,1.0,6.8,13,9,N,0,Wallet,0,Y
L01585,35,Unemployed (Upskilling),Mumbai,Career Switcher,Standard,599,7,11,6,0.55,5.0,17,8,N,0,UPI,1,N
L01586,32,HR Executive,Delhi NCR,Working Professional,Standard,599,5,5,3,0.6,7.7,8,14,Y,7,Wallet,3,Y
L01587,39,Ex-Marketer,Chennai,Career Switcher,Premium,1499,2,15,11,0.73,9.6,9,13,N,0,Card,0,Y
L01588,29,Unemployed (Upskilling),Chennai,Career Switcher,Pro,999,9,7,4,0.57,11.1,16,8,Y,11,Card,1,N
L01589,35,Data Analyst,Ahmedabad,Working Professional,Pro,999,5,9,6,0.67,5.0,14,15,N,0,Wallet,1,N
L01590,26,HR Executive,Hyderabad,Working Professional,Pro,999,11,13,8,0.62,9.5,9,11,N,0,UPI,3,Y
L01591,19,Student,Chennai,College Student,Standard,599,10,1,1,1.0,4.2,13,35,N,0,Card,0,Y
L01592,25,Retired,Bengaluru,Casual Learner,Basic,299,9,4,2,0.5,3.8,1,39,Y,27,UPI,0,N
L01593,31,Student,Pune,Casual Learner,Standard,599,12,15,2,0.13,2.4,6,77,N,0,Wallet,4,N
L01594,20,Retired,Ahmedabad,Casual Learner,Basic,299,6,15,7,0.47,1.2,5,29,N,0,UPI,3,N
L01595,25,Data Analyst,Bengaluru,Working Professional,Standard,599,10,10,7,0.7,4.3,12,11,N,0,Wallet,0,Y
L01596,33,Unemployed (Upskilling),Jaipur,Career Switcher,Pro,999,9,7,5,0.71,5.2,10,0,Y,7,Wallet,0,Y
L01597,22,Analyst,Bengaluru,Certification Seeker,Standard,599,9,14,11,0.79,3.5,14,16,N,0,UPI,0,N
L01598,21,Student,Ahmedabad,College Student,Basic,299,10,3,2,0.67,2.3,5,3,Y,26,Card,3,Y
L01599,29,Analyst,Ahmedabad,Certification Seeker,Pro,999,10,1,1,1.0,7.5,6,7,N,0,Netbanking,1,Y
L01600,32,Marketing Executive,Hyderabad,Working Professional,Standard,599,12,2,1,0.5,6.7,15,14,N,0,Card,0,Y
